ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Borges N.,Passaro F.,53,240,931,248,4,6,7,6,7,6,,,,,2,1,Completed,1.5,2.63,1.54,2.67,1.54,2.67,1.51,2.56
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Cerundolo F.,18,22,2000,1870,6,2,6,4,,,,,,,2,0,Completed,1.8,2,1.78,2.16,1.84,2.16,1.79,2.01
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Atmane T.,10,137,3605,463,7,6,6,3,,,,,,,2,0,Completed,1.13,6,1.15,6.41,1.16,6.41,1.14,5.83
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Tabilo A.,Djokovic N.,32,1,1320,9990,6,2,6,3,,,,,,,2,0,Completed,9,1.07,8.97,1.1,9,1.11,7.79,1.08
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Korda S.,13,27,2870,1525,6,3,6,4,,,,,,,2,0,Completed,1.53,2.5,1.55,2.65,1.57,2.65,1.51,2.53
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Darderi L.,5,54,5435,918,7,6,6,2,,,,,,,2,0,Completed,1.2,4.5,1.25,4.51,1.25,4.6,1.21,4.32
29,Rome,Internazionali BNL d'Italia,2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Zhang Zh.,Shelton B.,56,14,868,2460,6,2,6,4,,,,,,,2,0,Completed,2.5,1.53,2.54,1.58,2.62,1.58,2.49,1.53
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,De Minaur A.,Auger-Aliassime F.,11,20,3435,1880,6,7,6,4,6,4,,,,,2,1,Completed,1.57,2.38,1.66,2.37,1.66,2.4,1.61,2.31
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Norrie C.,8,30,3860,1350,6,2,7,6,,,,,,,2,0,Completed,1.2,4.5,1.26,4.29,1.35,4.5,1.25,3.95
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Muller A.,Rublev A.,109,6,577,4740,3,6,6,3,6,2,,,,,2,1,Completed,5,1.17,4.95,1.22,5,1.22,4.64,1.19
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Paul T.,Koepfer D.,16,52,2300,932,6,4,6,3,,,,,,,2,0,Completed,1.67,2.2,1.69,2.31,1.7,2.38,1.65,2.23
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Jarry N.,Napolitano S.,24,125,1675,506,6,2,4,6,6,4,,,,,2,1,Completed,1.36,3.2,1.38,3.31,1.38,3.4,1.35,3.21
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Hurkacz H.,Etcheverry T.,9,28,3730,1460,7,6,6,2,,,,,,,2,0,Completed,1.5,2.63,1.56,2.6,1.56,2.74,1.51,2.54
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Medjedovic H.,4,121,7195,522,7,6,2,6,7,5,,,,,2,1,Completed,1.4,3,1.45,2.98,1.45,3.1,1.4,2.95
29,Rome,Internazionali BNL d'Italia,2024-05-13,Masters 1000,Outdoor,Clay,3rd Round,3,Baez S.,Rune H.,19,12,1960,3250,2,6,6,2,6,3,,,,,2,1,Completed,2.5,1.53,2.59,1.57,2.68,1.57,2.5,1.53
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Tabilo A.,Khachanov K.,32,18,1320,2000,7,6,7,6,,,,,,,2,0,Completed,3,1.4,3.03,1.44,3.04,1.48,2.8,1.43
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Dimitrov G.,13,10,2870,3605,6,2,6,7,6,1,,,,,2,1,Completed,1.62,2.3,1.72,2.26,1.77,2.3,1.68,2.19
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Zhang Zh.,Monteiro T.,56,106,868,590,7,6,6,3,,,,,,,2,0,Completed,2.1,1.73,2.12,1.81,2.13,1.81,2.08,1.75
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Zverev A.,Borges N.,5,53,5435,931,6,2,7,5,,,,,,,2,0,Completed,1.13,6,1.15,6.63,1.16,6.63,1.13,5.94
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Jarry N.,Muller A.,24,109,1675,577,7,5,6,3,,,,,,,2,0,Completed,1.5,2.63,1.52,2.73,1.53,2.73,1.5,2.58
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Hurkacz H.,Baez S.,9,19,3730,1960,5,7,7,6,6,4,,,,,2,1,Completed,1.44,2.75,1.52,2.73,1.52,2.77,1.47,2.67
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Paul T.,Medvedev D.,16,4,2300,7195,6,1,6,4,,,,,,,2,0,Completed,2.63,1.5,2.88,1.48,2.88,1.51,2.68,1.48
29,Rome,Internazionali BNL d'Italia,2024-05-14,Masters 1000,Outdoor,Clay,4th Round,3,Tsitsipas S.,De Minaur A.,8,11,3860,3435,6,1,6,2,,,,,,,2,0,Completed,1.36,3.2,1.36,3.47,1.36,3.5,1.33,3.31
29,Rome,Internazionali BNL d'Italia,2024-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Zhang Zh.,32,56,1320,868,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.68,2.33,1.75,2.4,1.6,2.33
29,Rome,Internazionali BNL d'Italia,2024-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Fritz T.,5,13,5435,2870,6,4,6,3,,,,,,,2,0,Completed,1.5,2.63,1.52,2.73,1.53,2.8,1.48,2.66
29,Rome,Internazionali BNL d'Italia,2024-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Paul T.,Hurkacz H.,16,9,2300,3730,7,5,3,6,6,3,,,,,2,1,Completed,2.3,1.62,2.36,1.67,2.37,1.7,2.24,1.65
29,Rome,Internazionali BNL d'Italia,2024-05-16,Masters 1000,Outdoor,Clay,Quarterfinals,3,Jarry N.,Tsitsipas S.,24,8,1675,3860,3,6,7,5,6,4,,,,,2,1,Completed,4,1.25,4.2,1.27,4.33,1.29,3.98,1.24
29,Rome,Internazionali BNL d'Italia,2024-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Zverev A.,Tabilo A.,5,32,5435,1320,1,6,7,6,6,2,,,,,2,1,Completed,1.22,4.33,1.26,4.31,1.89,4.33,1.27,3.94
29,Rome,Internazionali BNL d'Italia,2024-05-17,Masters 1000,Outdoor,Clay,Semifinals,3,Jarry N.,Paul T.,24,16,1675,2300,6,3,6,7,6,3,,,,,2,1,Completed,2.1,1.73,2.15,1.79,2.15,1.8,2.07,1.75
29,Rome,Internazionali BNL d'Italia,2024-05-19,Masters 1000,Outdoor,Clay,The Final,3,Zverev A.,Jarry N.,5,24,5435,1675,6,4,7,5,,,,,,,2,0,Completed,1.33,3.4,1.35,3.5,1.36,3.5,1.33,3.32
30,Geneva,Geneva Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Nagal S.,20,94,1985,646,7,6,6,3,,,,,,,2,0,Completed,1.2,4.5,1.23,4.43,1.25,4.54,1.22,4.24
30,Geneva,Geneva Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Altmaier D.,62,83,811,702,7,6,6,4,,,,,,,2,0,Completed,1.91,1.91,1.98,1.88,2,1.95,1.93,1.86
30,Geneva,Geneva Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Shevchenko A.,Marozsan F.,61,41,825,1083,6,4,7,6,,,,,,,2,0,Completed,2.2,1.67,2.33,1.67,2.36,1.73,2.21,1.66
30,Geneva,Geneva Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,Hijikata R.,45,78,1010,723,4,6,6,4,6,3,,,,,2,1,Completed,1.29,3.75,1.27,4.12,1.29,4.12,1.26,3.84
30,Geneva,Geneva Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Ruusuvuori E.,Giron M.,66,48,768,1000,6,3,6,3,,,,,,,2,0,Completed,1.73,2.1,1.69,2.29,1.73,2.29,1.66,2.2
30,Geneva,Geneva Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Cobolli F.,Karatsev A.,56,82,860,705,7,5,6,1,,,,,,,2,0,Completed,1.5,2.63,1.57,2.55,1.57,2.63,1.53,2.47
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Kovacevic A.,65,88,795,668,3,6,6,3,6,4,,,,,2,1,Completed,2,1.8,2.26,1.71,2.26,1.82,2.11,1.72
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Moreno De Alboran N.,Goffin D.,140,115,462,550,6,2,6,1,,,,,,,2,0,Completed,2.5,1.53,2.5,1.59,2.51,1.6,2.43,1.55
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Hanfmann Y.,Murray A.,85,75,682,728,7,5,6,2,,,,,,,2,0,Completed,1.62,2.3,1.7,2.26,1.72,2.41,1.64,2.23
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Griekspoor T.,Eubanks C.,27,43,1605,1038,6,4,1,6,6,3,,,,,2,1,Completed,1.17,5,1.2,5.04,1.21,5.04,1.18,4.66
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Machac T.,Draper J.,44,35,1029,1166,7,6,6,1,,,,,,,2,0,Completed,2.63,1.5,2.69,1.52,2.69,1.54,2.59,1.49
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Shapovalov D.,Coria F.,123,69,515,761,7,5,6,0,,,,,,,2,0,Completed,1.62,2.3,1.61,2.44,1.66,2.53,1.59,2.35
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,2nd Round,3,Cobolli F.,Shelton B.,56,15,860,2500,4,6,7,6,6,2,,,,,2,1,Completed,2.2,1.67,2.18,1.77,2.36,1.78,2.15,1.7
30,Geneva,Geneva Open,2024-05-21,ATP250,Outdoor,Clay,2nd Round,3,Shevchenko A.,Ruusuvuori E.,61,66,825,768,,,,,,,,,,,,,Walkover,2.1,1.73,2.25,1.72,2.25,1.75,2.16,1.67
30,Geneva,Geneva Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Carballes Baena R.,20,62,1985,811,6,3,6,0,,,,,,,2,0,Completed,1.36,3.2,1.38,3.33,1.4,3.39,1.36,3.1
30,Geneva,Geneva Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Machac T.,Moreno De Alboran N.,44,140,1029,462,4,6,7,5,6,0,,,,,2,1,Completed,1.53,2.5,1.63,2.44,1.63,2.51,1.56,2.4
30,Geneva,Geneva Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Michelsen A.,Fritz T.,65,12,795,3025,6,4,4,6,7,5,,,,,2,1,Completed,6,1.13,7.5,1.12,7.57,1.15,6.26,1.12
30,Geneva,Geneva Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Ofner S.,7,45,4185,1010,4,6,6,2,6,2,,,,,2,1,Completed,1.13,6,1.13,7.26,1.14,7.26,1.12,6.21
30,Geneva,Geneva Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Djokovic N.,Hanfmann Y.,1,85,9860,682,6,3,6,3,,,,,,,2,0,Completed,1.08,8,1.12,7.9,1.14,8.01,1.09,7.05
30,Geneva,Geneva Open,2024-05-23,ATP250,Outdoor,Clay,2nd Round,3,Griekspoor T.,Shapovalov D.,27,123,1605,515,6,7,7,6,6,3,,,,,2,1,Completed,1.73,2.1,1.76,2.19,1.8,2.19,1.75,2.09
30,Geneva,Geneva Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Machac T.,Michelsen A.,44,65,1029,795,6,3,7,6,,,,,,,2,0,Completed,1.44,2.75,1.46,2.95,1.48,2.95,1.44,2.77
30,Geneva,Geneva Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Griekspoor T.,1,27,9860,1605,7,5,6,1,,,,,,,2,0,Completed,1.14,5.5,1.18,5.62,1.18,6.25,1.15,5.41
30,Geneva,Geneva Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Cobolli F.,Shevchenko A.,56,61,860,825,6,4,6,4,,,,,,,2,0,Completed,1.62,2.3,1.61,2.49,1.62,2.49,1.59,2.35
30,Geneva,Geneva Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Ruud C.,Baez S.,7,20,4185,1985,6,3,3,6,6,4,,,,,2,1,Completed,1.33,3.4,1.31,3.81,1.33,3.86,1.3,3.46
30,Geneva,Geneva Open,2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Machac T.,Djokovic N.,44,1,1029,9860,6,4,0,6,6,1,,,,,2,1,Completed,5.5,1.14,5.65,1.18,6.19,1.18,5.45,1.15
30,Geneva,Geneva Open,2024-05-25,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Cobolli F.,7,56,4185,860,1,6,6,1,7,6,,,,,2,1,Completed,1.2,4.5,1.26,4.3,1.28,4.75,1.22,4.23
30,Geneva,Geneva Open,2024-05-25,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Machac T.,7,44,4185,1029,7,5,6,3,,,,,,,2,0,Completed,1.57,2.38,1.57,2.56,1.61,2.57,1.56,2.42
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,,,,,,,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Muller A.,Gasquet R.,90,124,656,515,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.44,2.9,1.46,3,1.42,2.82
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Sanchez Izquierdo N.,29,260,1410,221,1,6,6,2,6,2,,,,,2,1,Completed,1.07,9,1.1,8.73,1.1,9,1.08,7.84
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Kotov P.,Cachin P.,57,106,849,597,6,1,6,4,,,,,,,2,0,Completed,1.57,2.38,1.67,2.3,1.67,2.4,1.58,2.35
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,,,,,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Koepfer D.,Barranco Cosano J.,67,254,767,233,6,4,6,7,6,4,,,,,2,1,Completed,1.22,4.33,1.28,3.99,1.29,4.34,1.26,3.84
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Martinez P.,58,49,837,995,6,4,6,1,,,,,,,2,0,Completed,1.91,1.91,1.83,2.08,1.94,2.08,1.85,1.95
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Mpetshi G.,Sonego L.,117,50,541,991,6,3,6,4,,,,,,,2,0,Completed,2.3,1.62,2.62,1.54,2.63,1.62,2.46,1.54
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Galan D.E.,104,105,610,606,7,6,7,6,,,,,,,2,0,Completed,1.91,1.91,1.88,2,1.91,2.02,1.83,1.96
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Tiafoe F.,Munar J.,26,63,1615,810,7,6,6,4,,,,,,,2,0,Completed,2.63,1.5,2.66,1.53,3.15,1.53,2.6,1.49
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Daniel T.,47,81,1002,713,7,5,7,6,,,,,,,2,0,Completed,1.4,3,1.5,2.76,1.5,3,1.45,2.73
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,1st Round,3,Nishioka Y.,Fanselow S.,72,316,741,166,6,0,6,1,,,,,,,2,0,Completed,1.3,3.5,1.34,3.51,1.34,4,1.31,3.43
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,2nd Round,3,Kotov P.,Muller A.,57,90,849,656,7,6,6,1,,,,,,,2,0,Completed,2,1.8,2.01,1.89,2.1,1.89,1.97,1.82
31,Lyon,Lyon Open,2024-05-21,ATP250,Outdoor,Clay,2nd Round,3,Bublik A.,Vukic A.,19,93,2020,647,6,4,6,2,,,,,,,2,0,Completed,1.8,2,1.86,2.05,1.86,2.17,1.78,2.02
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Mannarino A.,47,22,1002,1865,7,6,6,3,,,,,,,2,0,Completed,1.1,7,1.15,6.64,1.15,7,1.13,5.99
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Etcheverry T.,Seyboth Wild T.,29,58,1410,837,7,5,3,0,,,,,,,1,0,Retired,1.67,2.2,1.7,2.28,1.73,2.28,1.67,2.19
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Koepfer D.,Humbert U.,67,17,767,2285,2,6,6,4,6,4,,,,,2,1,Completed,2.38,1.57,2.57,1.57,2.57,1.58,2.44,1.55
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Mpetshi G.,Nishioka Y.,117,72,541,741,,,,,,,,,,,,,Retired,1.73,2.1,1.83,2.09,1.84,2.15,1.75,2.06
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Rinderknech A.,Tiafoe F.,73,26,739,1615,7,6,6,4,,,,,,,2,0,Completed,2.3,1.62,2.28,1.7,2.35,1.72,2.22,1.65
31,Lyon,Lyon Open,2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Gaston H.,Cerundolo F.,104,23,610,1740,6,2,2,6,6,3,,,,,2,1,Completed,3.2,1.36,3.32,1.38,3.32,1.4,3.09,1.36
31,Lyon,Lyon Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Rinderknech A.,47,73,1002,739,,,,,,,,,,,,,Walkover,1.62,2.3,1.61,2.49,1.92,2.49,1.62,2.29
31,Lyon,Lyon Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Etcheverry T.,Koepfer D.,29,67,1410,767,6,4,6,1,,,,,,,2,0,Completed,1.44,2.75,1.52,2.73,1.54,2.75,1.48,2.62
31,Lyon,Lyon Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Bublik A.,Kotov P.,19,57,2020,849,6,7,7,6,6,3,,,,,2,1,Completed,2.2,1.67,2.22,1.74,2.22,1.76,2.14,1.7
31,Lyon,Lyon Open,2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Mpetshi G.,Gaston H.,117,104,541,610,6,4,4,6,6,3,,,,,2,1,Completed,1.67,2.2,1.76,2.19,1.8,2.2,1.71,2.11
31,Lyon,Lyon Open,2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Etcheverry T.,Darderi L.,29,47,1410,1002,6,2,6,4,,,,,,,2,0,Completed,1.67,2.2,1.71,2.27,1.71,2.27,1.67,2.19
31,Lyon,Lyon Open,2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Mpetshi G.,Bublik A.,117,19,541,2020,6,4,7,5,,,,,,,2,0,Completed,2.3,1.62,2.41,1.64,2.53,1.65,2.32,1.6
31,Lyon,Lyon Open,2024-05-25,ATP250,Outdoor,Clay,The Final,3,Mpetshi G.,Etcheverry T.,117,29,541,1410,6,4,1,6,7,6,,,,,2,1,Completed,3.2,1.36,3.31,1.38,3.31,1.44,3.11,1.36
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Nakashima B.,Moreno De Alboran N.,84,130,700,497,6,1,6,7,6,3,6,2,,,3,1,Completed,1.57,2.38,1.54,2.66,1.59,2.66,1.54,2.49
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Rublev A.,Daniel T.,6,80,4700,715,6,2,6,7,6,3,7,5,,,3,1,Completed,1.04,13,1.06,14.08,1.08,14.08,1.05,11.4
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Martinez P.,Tirante T.A.,48,109,995,580,5,7,6,4,3,6,6,4,6,3,3,2,Completed,1.29,3.75,1.31,3.91,1.35,3.91,1.3,3.58
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Sonego L.,Humbert U.,49,16,991,2285,6,4,2,6,6,4,6,3,,,3,1,Completed,2.5,1.53,2.75,1.52,2.75,1.57,2.59,1.51
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Zhang Zh.,Vukic A.,44,89,1056,672,6,4,4,6,6,3,7,5,,,3,1,Completed,1.36,3.2,1.39,3.3,1.39,3.43,1.35,3.22
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,De Jong J.,Draper J.,176,39,344,1131,7,5,6,4,6,7,3,6,6,3,3,2,Completed,4.5,1.2,4.22,1.27,4.54,1.29,4.12,1.24
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Hurkacz H.,Mochizuki S.,8,162,3885,366,4,6,6,3,3,6,6,0,6,3,3,2,Completed,1.03,15,1.05,15.11,1.09,15.11,1.04,12.27
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Kovacevic A.,10,87,3555,681,6,4,6,3,6,4,,,,,3,0,Completed,1.08,8,1.1,8.78,1.12,8.85,1.09,7.5
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Marterer M.,Thompson J.,101,36,622,1156,6,3,6,2,6,0,,,,,3,0,Completed,2.3,1.62,2.51,1.6,2.71,1.63,2.42,1.57
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,Wolf J.J.,3,107,7300,585,6,1,6,2,6,1,,,,,3,0,Completed,1.01,26,1.01,41.77,1.03,41.77,1.01,23.24
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Coric B.,124,73,515,744,7,6,7,6,6,4,,,,,3,0,Completed,3.2,1.36,3.23,1.4,3.25,1.41,3.1,1.37
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Muller A.,Nardi L.,90,72,670,748,6,4,6,1,6,3,,,,,3,0,Completed,1.53,2.5,1.6,2.52,1.62,2.54,1.56,2.44
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Bergs Z.,Tabilo A.,104,24,611,1645,3,6,7,6,6,2,6,2,,,3,1,Completed,3.2,1.36,3.3,1.39,3.3,1.4,3.12,1.37
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,Diallo G.,350,166,143,360,7,5,7,6,3,6,1,6,7,5,3,2,Completed,2.75,1.44,2.54,1.58,2.8,1.58,2.56,1.52
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Marozsan F.,Kukushkin M.,43,136,1083,492,6,2,6,2,6,3,,,,,3,0,Completed,1.25,4,1.27,4.26,1.33,4.26,1.26,3.93
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Korda S.,Mayot H.,28,122,1565,522,6,2,7,6,6,4,,,,,3,0,Completed,1.17,5,1.21,4.99,1.22,5.05,1.19,4.71
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Djere L.,83,52,702,960,7,5,6,4,6,7,5,7,7,6,3,2,Completed,1.53,2.5,1.61,2.49,1.61,2.55,1.56,2.44
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,Jarry N.,79,19,720,2075,6,2,6,1,3,6,6,0,,,3,1,Completed,2.75,1.44,2.88,1.48,2.95,1.5,2.81,1.44
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Ofner S.,Atmane T.,45,121,1038,525,3,6,4,6,7,6,6,2,7,5,3,2,Completed,1.57,2.38,1.56,2.62,1.59,2.62,1.54,2.5
32,Paris,French Open,2024-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Murray A.,98,75,628,728,6,4,6,4,6,2,,,,,3,0,Completed,1.53,2.5,1.58,2.54,1.62,2.54,1.55,2.46
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Kwon S.W.,Ruusuvuori E.,494,67,85,783,6,3,6,4,6,3,,,,,3,0,Completed,6,1.13,6.2,1.16,6.85,1.17,5.86,1.14
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Shevchenko A.,Karatsev A.,59,82,855,705,6,4,4,6,1,6,6,1,6,4,3,2,Completed,1.57,2.38,1.62,2.47,1.63,2.5,1.58,2.41
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Eubanks C.,2,46,8770,1028,6,3,6,3,6,4,,,,,3,0,Completed,1.02,19,1.02,27.95,1.04,27.95,1.02,17.1
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Squire H.,Purcell M.,221,94,280,647,6,2,6,2,3,6,4,6,7,6,3,2,Completed,1.44,2.75,1.51,2.75,1.56,2.78,1.48,2.68
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,Gaston H.,15,88,2500,673,3,6,6,3,6,4,6,4,,,3,1,Completed,1.4,3,1.41,3.19,1.44,3.19,1.4,2.96
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Auger-Aliassime F.,Nishioka Y.,21,70,1885,766,6,2,6,4,6,4,,,,,3,0,Completed,1.2,4.5,1.2,5.32,1.22,5.36,1.19,4.87
32,Paris,French Open,2024-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Baez S.,Heide G.,20,174,1990,346,4,6,6,3,6,1,4,6,6,3,3,2,Completed,1.17,5,1.17,5.84,1.22,5.84,1.17,5.18
